Epoch,Iteration,Loss
0,0,2.0438079833984375
0,1,1.7882888317108154
0,2,1.5032583475112915
0,3,1.4315307140350342
0,4,1.4412035942077637
0,5,1.2479654550552368
0,6,1.2195794582366943
0,7,1.1126664876937866
0,8,1.2196786403656006
0,9,1.3148605823516846
0,10,1.0171520709991455
0,11,1.2319411039352417
1,0,0.8047541379928589
1,1,0.9707150459289551
1,2,1.044697642326355
1,3,1.1348912715911865
1,4,0.7564891576766968
1,5,1.1081585884094238
1,6,0.9194394946098328
1,7,1.075215220451355
1,8,0.7529593110084534
1,9,0.9954295754432678
1,10,0.729549765586853
1,11,0.788016676902771
2,0,0.8060368299484253
2,1,0.7755083441734314
2,2,0.7637712955474854
2,3,0.8050504922866821
2,4,0.8123061656951904
2,5,0.6825553178787231
2,6,0.6898304224014282
2,7,0.9642912149429321
2,8,0.643072247505188
2,9,0.7174592614173889
2,10,0.5678227543830872
2,11,0.7292398810386658
3,0,0.6932309865951538
3,1,0.5314366221427917
3,2,0.49874287843704224
3,3,0.6900273561477661
3,4,0.7375787496566772
3,5,0.597319483757019
3,6,0.6497229337692261
3,7,0.5828096270561218
3,8,0.6807574033737183
3,9,0.5560016632080078
3,10,0.7020203471183777
3,11,0.8664536476135254
4,0,0.5567501783370972
4,1,0.5200072526931763
4,2,0.5819649696350098
4,3,0.6116503477096558
4,4,0.4899198114871979
4,5,0.6429717540740967
4,6,0.42995259165763855
4,7,0.5688623189926147
4,8,0.620558500289917
4,9,0.6836479902267456
4,10,0.554953396320343
4,11,0.6430364847183228
5,0,0.39628931879997253
5,1,0.46108278632164
5,2,0.8262654542922974
5,3,0.5078353881835938
5,4,0.49899426102638245
5,5,0.5036163330078125
5,6,0.6530553698539734
5,7,0.8191307187080383
5,8,0.4110642075538635
5,9,0.610432505607605
5,10,0.6028595566749573
5,11,0.5397544503211975
6,0,0.46800124645233154
6,1,0.4356306493282318
6,2,0.6247591376304626
6,3,0.6928373575210571
6,4,0.521494448184967
6,5,0.4667678475379944
6,6,0.3477097451686859
6,7,0.6121615767478943
6,8,0.4613695442676544
6,9,0.5675321817398071
6,10,0.45400136709213257
6,11,0.7819809913635254
7,0,0.4127459228038788
7,1,0.5971303582191467
7,2,0.49715983867645264
7,3,0.4468015730381012
7,4,0.5102343559265137
7,5,0.5135564804077148
7,6,0.46915751695632935
7,7,0.4255411624908447
7,8,0.4319223165512085
7,9,0.524982213973999
7,10,0.706500768661499
7,11,0.5852600336074829
8,0,0.48114994168281555
8,1,0.5713335275650024
8,2,0.3925977945327759
8,3,0.4252367913722992
8,4,0.5558454990386963
8,5,0.5099888443946838
8,6,0.4829043447971344
8,7,0.34736183285713196
8,8,0.4959605634212494
8,9,0.4619392454624176
8,10,0.4732228219509125
8,11,0.49641454219818115
9,0,0.5208231210708618
9,1,0.5930926203727722
9,2,0.364928662776947
9,3,0.3908170461654663
9,4,0.3866086006164551
9,5,0.3990803062915802
9,6,0.4932519197463989
9,7,0.5360533595085144
9,8,0.5861246585845947
9,9,0.6069589853286743
9,10,0.33167728781700134
9,11,0.31030961871147156
10,0,0.4391406774520874
10,1,0.5837532877922058
10,2,0.33977392315864563
10,3,0.4055728018283844
10,4,0.47123876214027405
10,5,0.42287787795066833
10,6,0.4457348585128784
10,7,0.5593314170837402
10,8,0.44900545477867126
10,9,0.44609159231185913
10,10,0.4291507303714752
10,11,0.37978219985961914
11,0,0.5241793990135193
11,1,0.49627894163131714
11,2,0.3283965289592743
11,3,0.3331626057624817
11,4,0.5324738025665283
11,5,0.5049839019775391
11,6,0.4028523564338684
11,7,0.4273999035358429
11,8,0.33411672711372375
11,9,0.6645035743713379
11,10,0.34458470344543457
11,11,0.27652302384376526
12,0,0.39691174030303955
12,1,0.3413020372390747
12,2,0.3534543216228485
12,3,0.4107285737991333
12,4,0.4257856011390686
12,5,0.4049794673919678
12,6,0.3147795498371124
12,7,0.3392612934112549
12,8,0.4221431314945221
12,9,0.5140256285667419
12,10,0.5996371507644653
12,11,0.4391527771949768
13,0,0.35195186734199524
13,1,0.4183284342288971
13,2,0.36487701535224915
13,3,0.4273388683795929
13,4,0.4568999111652374
13,5,0.3459120988845825
13,6,0.4404406249523163
13,7,0.4276202321052551
13,8,0.31111714243888855
13,9,0.4275111258029938
13,10,0.40825676918029785
13,11,0.3201141953468323
14,0,0.3210976719856262
14,1,0.26821309328079224
14,2,0.3951076567173004
14,3,0.3336879014968872
14,4,0.4233509302139282
14,5,0.34518614411354065
14,6,0.2681599259376526
14,7,0.5791943073272705
14,8,0.34713122248649597
14,9,0.3595779538154602
14,10,0.31936341524124146
14,11,0.3913416564464569
15,0,0.35515207052230835
15,1,0.27673181891441345
15,2,0.31130141019821167
15,3,0.34959909319877625
15,4,0.2752203643321991
15,5,0.3092538118362427
15,6,0.7365624904632568
15,7,0.31436532735824585
15,8,0.3473021984100342
15,9,0.35444673895835876
15,10,0.418575257062912
15,11,0.30954957008361816
16,0,0.3775051236152649
16,1,0.5673460960388184
16,2,0.3749673366546631
16,3,0.3852728605270386
16,4,0.40538886189460754
16,5,0.3544537425041199
16,6,0.22762416303157806
16,7,0.2749245762825012
16,8,0.28477782011032104
16,9,0.29672932624816895
16,10,0.4091845154762268
16,11,0.2781912088394165
17,0,0.36737990379333496
17,1,0.41491931676864624
17,2,0.30624571442604065
17,3,0.31592246890068054
17,4,0.4255611300468445
17,5,0.337036669254303
17,6,0.35131898522377014
17,7,0.37870627641677856
17,8,0.2746469974517822
17,9,0.4652215540409088
17,10,0.37299513816833496
17,11,0.3981594145298004
18,0,0.31107741594314575
18,1,0.3591562509536743
18,2,0.25072115659713745
18,3,0.3115132451057434
18,4,0.306049644947052
18,5,0.3311524987220764
18,6,0.3775607645511627
18,7,0.3729073405265808
